tourney_id,tourney_name,surface,winner_name,winner_age,loser_name,loser_age,score
2015-319,Kitzbuhel,Clay,Nicolas Almagro,29.9493497604,Dusan Lajovic,25.0924024641,6-3 6-4
2015-319,Kitzbuhel,Clay,Philipp Kohlschreiber,31.7973990418,Dominic Thiem,21.9137577002,6-0 7-6(6)
2015-319,Kitzbuhel,Clay,Paul Henri Mathieu,33.5550992471,Nicolas Almagro,29.9493497604,6-4 6-3
2015-319,Kitzbuhel,Clay,Philipp Kohlschreiber,31.7973990418,Paul Henri Mathieu,33.5550992471,2-6 6-2 6-2
2015-580,Australian Open,Hard,Novak Djokovic,27.6632443532,Aljaz Bedene,25.5058179329,6-3 6-2 6-4
2015-580,Australian Open,Hard,Andrey Kuznetsov,23.9069130732,Albert Ramos,27.0061601643,6-1 3-6 6-3 7-6(3)
2015-580,Australian Open,Hard,Go Soeda,30.3709787817,Elias Ymer,18.7761806982,1-6 6-4 4-6 6-3 6-3
2015-580,Australian Open,Hard,Fernando Verdasco,31.1786447639,James Ward,27.9425051335,2-6 6-0 7-6(6) 6-3
2015-580,Australian Open,Hard,John Isner,29.7330595483,Jimmy Wang,29.9438740589,7-6(5) 6-4 6-4
2015-580,Australian Open,Hard,Andreas Haider Maurer,27.8302532512,Laurent Lokoli,20.2546201232,6-4 7-5 4-6 6-3
2015-580,Australian Open,Hard,Gilles Muller,31.6988364134,Pablo Carreno Busta,23.523613963,6-4 7-6(5) 7-6(3)
2015-580,Australian Open,Hard,Roberto Bautista Agut,26.765229295,Dominic Thiem,21.3771389459,4-6 6-2 6-3 7-6(5)
2015-580,Australian Open,Hard,Feliciano Lopez,33.3305954825,Denis Kudla,22.4229979466,3-6 6-2 4-6 6-2 10-8
2015-580,Australian Open,Hard,Adrian Mannarino,26.5571526352,Blaz Rola,24.2902121834,7-6(7) 6-3 6-2
2015-580,Australian Open,Hard,Jerzy Janowicz,24.1834360027,Hiroki Moriya,24.2600958248,7-6(5) 2-6 6-3 7-5
2015-580,Australian Open,Hard,Gael Monfils,28.3832991102,Lucas Pouille,20.9034907598,6-7(3) 3-6 6-4 6-1 6-4
2015-580,Australian Open,Hard,Benjamin Becker,33.5934291581,Julien Benneteau,33.0814510609,7-5 5-7 6-2 6-4
2015-580,Australian Open,Hard,Lleyton Hewitt,33.9000684463,Ze Zhang,24.5448323066,6-3 1-6 6-0 6-4
2015-580,Australian Open,Hard,Donald Young,25.492128679,Tim Puetz,27.1676933607,6-4 4-6 6-3 6-2
2015-580,Australian Open,Hard,Milos Raonic,24.0629705681,Illya Marchenko,27.3648186174,7-6(3) 7-6(3) 6-3
2015-580,Australian Open,Hard,Stanislas Wawrinka,29.8124572211,Marsel Ilhan,27.6084873374,6-1 6-4 6-2
2015-580,Australian Open,Hard,Marius Copil,24.257357974,Pablo Andujar,28.9883641342,6-2 6-2 7-5
2015-580,Australian Open,Hard,Jarkko Nieminen,33.492128679,Andrey Golubev,27.4962354552,6-1 6-2 7-6(6)
2015-580,Australian Open,Hard,Matthias Bachinger,27.8001368925,Pablo Cuevas,29.0485968515,7-6(1) 6-3 6-1
2015-580,Australian Open,Hard,Paolo Lorenzi,33.0951403149,Alexandr Dolgopolov,26.1984941821,6-4 6-3 6-2
2015-580,Australian Open,Hard,Vasek Pospisil,24.5749486653,Sam Querrey,27.2854209446,6-3 6-7(5) 2-6 6-4 6-4
2015-580,Australian Open,Hard,Guillermo Garcia Lopez,31.627652293,Peter Gojowczyk,25.5140314853,6-7(1) 7-5 6-4 1-0 RET
2015-580,Australian Open,Hard,Alejandro Gonzalez,25.9466119097,Fabio Fognini,27.6577686516,4-6 6-2 6-3 6-4
2015-580,Australian Open,Hard,David Ferrer,32.7994524298,Thomaz Bellucci,27.0554414784,6-7(2) 6-2 6-0 6-3
2015-580,Australian Open,Hard,Sergiy Stakhovsky,29.0349075975,Dusan Lajovic,24.5557837098,6-3 4-6 6-4 6-7(3) 6-4
2015-580,Australian Open,Hard,Marcel Granollers,28.772073922,Stephane Robert,34.674880219,6-3 6-4 6-4
2015-580,Australian Open,Hard,Gilles Simon,30.0616016427,Robin Haase,27.7891854894,6-1 6-3 6-4
2015-580,Australian Open,Hard,Santiago Giraldo,27.1457905544,Jan Hernych,35.537303217,6-3 6-2 6-2
2015-580,Australian Open,Hard,Steve Johnson,25.0704996578,Kyle Edmund,20.0301163587,6-4 6-4 6-3
2015-580,Australian Open,Hard,Ivan Dodig,30.045174538,Joao Souza,26.6475017112,6-4 7-5 6-4
2015-580,Australian Open,Hard,Kei Nishikori,25.0568104038,Nicolas Almagro,29.4127310062,6-4 7-6(1) 6-2
2015-580,Australian Open,Hard,Tomas Berdych,29.3388090349,Alejandro Falla,31.1813826146,6-3 7-6(1) 6-3
2015-580,Australian Open,Hard,Jurgen Melzer,33.6618754278,Victor Estrella,34.4640657084,6-1 6-4 6-2
2015-580,Australian Open,Hard,Viktor Troicki,28.93908282,Jiri Vesely,21.5277207392,6-3 3-6 6-2 6-3
2015-580,Australian Open,Hard,Leonardo Mayer,27.6824093087,John Millman,25.5989048597,6-3 6-3 6-2
2015-580,Australian Open,Hard,Philipp Kohlschreiber,31.2607802875,Paul Henri Mathieu,33.0184804928,6-2 6-2 6-1
2015-580,Australian Open,Hard,Bernard Tomic,22.2450376454,Tobias Kamke,28.6652977413,7-5 6-7(1) 6-3 6-2
2015-580,Australian Open,Hard,Samuel Groth,27.2525667351,Filip Krajinovic,22.893908282,6-3 7-6(4) 6-4
2015-580,Australian Open,Hard,Thanasi Kokkinakis,18.7761806982,Ernests Gulbis,26.3874058864,5-7 6-0 1-6 7-6(2) 8-6
2015-580,Australian Open,Hard,Kevin Anderson,28.6735112936,Diego Sebastian Schwartzman,22.4257357974,7-6(5) 7-5 5-7 6-4
2015-580,Australian Open,Hard,Ricardas Berankis,24.5804243669,Igor Sijsling,27.4223134839,2-6 6-4 7-6(2) 6-7(6) 6-4
2015-580,Australian Open,Hard,James Duckworth,22.9952087611,Blaz Kavcic,27.8767967146,6-2 5-7 7-6(7) 3-6 6-2
2015-580,Australian Open,Hard,Richard Gasquet,28.5886379192,Carlos Berlocq,31.9589322382,6-1 6-3 6-1
2015-580,Australian Open,Hard,Lukas Rosol,29.4893908282,Kenny De Schepper,27.6440793977,4-6 6-2 6-7(4) 6-3 6-4
2015-580,Australian Open,Hard,Dudi Sela,29.7932922656,Jan Lennard Struff,24.7364818617,6-4 4-6 3-6 6-3 7-5
2015-580,Australian Open,Hard,Tim Smyczek,27.0554414784,Luke Saville,20.9637234771,7-6(2) 7-5 6-4
2015-580,Australian Open,Hard,Rafael Nadal,28.629705681,Mikhail Youzhny,32.5694729637,6-3 6-2 6-2
2015-580,Australian Open,Hard,Andy Murray,27.6824093087,Yuki Bhambri,22.5434633812,6-3 6-4 7-6(3)
2015-580,Australian Open,Hard,Marinko Matosevic,29.4483230664,Alexander Kudryavtsev,29.2320328542,6-4 6-7(5) 4-6 7-5 6-3
2015-580,Australian Open,Hard,Joao Sousa,25.8069815195,Jordan Thompson,20.7501711157,6-4 7-6(5) 6-4
2015-580,Australian Open,Hard,Martin Klizan,25.5249828884,Tatsuma Ito,26.6721423682,7-6(6) 6-2 6-4
2015-580,Australian Open,Hard,David Goffin,24.1177275838,Michael Russell,36.720054757,6-3 6-3 5-7 6-0
2015-580,Australian Open,Hard,Marcos Baghdatis,29.5906913073,Teymuraz Gabashvili,29.659137577,6-2 6-7(5) 3-6 6-4 6-4
2015-580,Australian Open,Hard,Lukas Lacko,27.2114989733,Maximo Gonzalez,31.5017111567,4-6 6-2 7-5 6-7(4) 6-1
2015-580,Australian Open,Hard,Grigor Dimitrov,23.6796714579,Dustin Brown,30.1136208077,6-2 6-3 6-2
2015-580,Australian Open,Hard,Edouard Roger Vasselin,31.1430527036,Tommy Robredo,32.720054757,2-3 RET
2015-580,Australian Open,Hard,Malek Jaziri,30.9979466119,Mikhail Kukushkin,27.0663928816,6-2 6-3 2-6 7-6(3)
2015-580,Australian Open,Hard,Nick Kyrgios,19.7316906229,Federico Delbonis,24.2902121834,7-6(2) 3-6 6-3 6-7(5) 6-3
2015-580,Australian Open,Hard,Ivo Karlovic,35.8904859685,Ruben Bemelmans,27.0143737166,6-4 6-2 6-4
2015-580,Australian Open,Hard,Jeremy Chardy,27.9342915811,Borna Coric,18.1793292266,3-6 6-4 7-5 6-4
2015-580,Australian Open,Hard,Andreas Seppi,30.9103353867,Denis Istomin,28.3668720055,5-7 6-3 2-6 6-1 6-4
2015-580,Australian Open,Hard,Simone Bolelli,29.2813141684,Juan Monaco,30.8090349076,6-3 3-6 6-3 6-1
2015-580,Australian Open,Hard,Roger Federer,33.4483230664,Yen Hsun Lu,31.4332648871,6-4 6-2 7-5
2015-580,Australian Open,Hard,Novak Djokovic,27.6632443532,Andrey Kuznetsov,23.9069130732,6-0 6-1 6-4
2015-580,Australian Open,Hard,Fernando Verdasco,31.1786447639,Go Soeda,30.3709787817,6-3 6-2 7-6(3)
2015-580,Australian Open,Hard,John Isner,29.7330595483,Andreas Haider Maurer,27.8302532512,6-4 7-6(4) 4-6 6-4
2015-580,Australian Open,Hard,Gilles Muller,31.6988364134,Roberto Bautista Agut,26.765229295,7-6(5) 1-6 7-5 6-1
2015-580,Australian Open,Hard,Feliciano Lopez,33.3305954825,Adrian Mannarino,26.5571526352,4-6 4-6 7-6(3) 4-0 RET
2015-580,Australian Open,Hard,Jerzy Janowicz,24.1834360027,Gael Monfils,28.3832991102,6-4 1-6 6-7(3) 6-3 6-3
2015-580,Australian Open,Hard,Benjamin Becker,33.5934291581,Lleyton Hewitt,33.9000684463,2-6 1-6 6-3 6-4 6-2
2015-580,Australian Open,Hard,Milos Raonic,24.0629705681,Donald Young,25.492128679,6-4 7-6(3) 6-3
2015-580,Australian Open,Hard,Stanislas Wawrinka,29.8124572211,Marius Copil,24.257357974,7-6(4) 7-6(4) 6-3
2015-580,Australian Open,Hard,Jarkko Nieminen,33.492128679,Matthias Bachinger,27.8001368925,7-6(4) 7-5 7-5
2015-580,Australian Open,Hard,Vasek Pospisil,24.5749486653,Paolo Lorenzi,33.0951403149,6-7(3) 7-6(4) 6-3 6-4
2015-580,Australian Open,Hard,Guillermo Garcia Lopez,31.627652293,Alejandro Gonzalez,25.9466119097,6-1 6-3 6-3
2015-580,Australian Open,Hard,David Ferrer,32.7994524298,Sergiy Stakhovsky,29.0349075975,5-7 6-3 6-4 6-2
2015-580,Australian Open,Hard,Gilles Simon,30.0616016427,Marcel Granollers,28.772073922,7-6(5) 6-2 6-4
2015-580,Australian Open,Hard,Steve Johnson,25.0704996578,Santiago Giraldo,27.1457905544,6-3 6-4 6-2
2015-580,Australian Open,Hard,Kei Nishikori,25.0568104038,Ivan Dodig,30.045174538,4-6 7-5 6-2 7-6(0)
2015-580,Australian Open,Hard,Tomas Berdych,29.3388090349,Jurgen Melzer,33.6618754278,7-6(0) 6-2 6-2
2015-580,Australian Open,Hard,Viktor Troicki,28.93908282,Leonardo Mayer,27.6824093087,6-4 4-6 6-4 6-0
2015-580,Australian Open,Hard,Bernard Tomic,22.2450376454,Philipp Kohlschreiber,31.2607802875,6-7(5) 6-4 7-6(6) 7-6(5)
2015-580,Australian Open,Hard,Samuel Groth,27.2525667351,Thanasi Kokkinakis,18.7761806982,3-6 6-3 7-5 3-6 6-1
2015-580,Australian Open,Hard,Kevin Anderson,28.6735112936,Ricardas Berankis,24.5804243669,6-2 6-2 7-6(3)
2015-580,Australian Open,Hard,Richard Gasquet,28.5886379192,James Duckworth,22.9952087611,6-2 6-3 7-5
2015-580,Australian Open,Hard,Dudi Sela,29.7932922656,Lukas Rosol,29.4893908282,7-6(2) 5-7 7-5 6-3
2015-580,Australian Open,Hard,Rafael Nadal,28.629705681,Tim Smyczek,27.0554414784,6-2 3-6 6-7(2) 6-3 7-5
2015-580,Australian Open,Hard,Andy Murray,27.6824093087,Marinko Matosevic,29.4483230664,6-1 6-3 6-2
2015-580,Australian Open,Hard,Joao Sousa,25.8069815195,Martin Klizan,25.5249828884,4-6 7-6(4) 6-4 1-0 RET
2015-580,Australian Open,Hard,Marcos Baghdatis,29.5906913073,David Goffin,24.1177275838,6-1 6-4 4-6 6-0
2015-580,Australian Open,Hard,Grigor Dimitrov,23.6796714579,Lukas Lacko,27.2114989733,6-3 6-7(10) 6-3 6-3
2015-580,Australian Open,Hard,Malek Jaziri,30.9979466119,Edouard Roger Vasselin,31.1430527036,1-6 6-3 6-4 1-6 6-3
2015-580,Australian Open,Hard,Nick Kyrgios,19.7316906229,Ivo Karlovic,35.8904859685,7-6(4) 6-4 5-7 6-4
2015-580,Australian Open,Hard,Andreas Seppi,30.9103353867,Jeremy Chardy,27.9342915811,7-5 3-6 6-2 6-1
2015-580,Australian Open,Hard,Roger Federer,33.4483230664,Simone Bolelli,29.2813141684,3-6 6-3 6-2 6-2
2015-580,Australian Open,Hard,Novak Djokovic,27.6632443532,Fernando Verdasco,31.1786447639,7-6(8) 6-3 6-4
2015-580,Australian Open,Hard,Gilles Muller,31.6988364134,John Isner,29.7330595483,7-6(4) 7-6(6) 6-4
2015-580,Australian Open,Hard,Feliciano Lopez,33.3305954825,Jerzy Janowicz,24.1834360027,7-6(6) 6-4 7-6(3)
2015-580,Australian Open,Hard,Milos Raonic,24.0629705681,Benjamin Becker,33.5934291581,6-4 6-3 6-3
2015-580,Australian Open,Hard,Stanislas Wawrinka,29.8124572211,Jarkko Nieminen,33.492128679,6-4 6-2 6-4
2015-580,Australian Open,Hard,Guillermo Garcia Lopez,31.627652293,Vasek Pospisil,24.5749486653,6-2 6-4 6-4
2015-580,Australian Open,Hard,David Ferrer,32.7994524298,Gilles Simon,30.0616016427,6-2 7-5 5-7 7-6(4)
2015-580,Australian Open,Hard,Kei Nishikori,25.0568104038,Steve Johnson,25.0704996578,6-7(7) 6-1 6-2 6-3
2015-580,Australian Open,Hard,Tomas Berdych,29.3388090349,Viktor Troicki,28.93908282,6-4 6-3 6-4
2015-580,Australian Open,Hard,Bernard Tomic,22.2450376454,Samuel Groth,27.2525667351,6-4 7-6(8) 6-3
2015-580,Australian Open,Hard,Kevin Anderson,28.6735112936,Richard Gasquet,28.5886379192,6-4 7-6(3) 7-6(6)
2015-580,Australian Open,Hard,Rafael Nadal,28.629705681,Dudi Sela,29.7932922656,6-1 6-0 7-5
2015-580,Australian Open,Hard,Andy Murray,27.6824093087,Joao Sousa,25.8069815195,6-1 6-1 7-5
2015-580,Australian Open,Hard,Grigor Dimitrov,23.6796714579,Marcos Baghdatis,29.5906913073,4-6 6-3 3-6 6-3 6-3
2015-580,Australian Open,Hard,Nick Kyrgios,19.7316906229,Malek Jaziri,30.9979466119,6-3 7-6(6) 6-1
2015-580,Australian Open,Hard,Andreas Seppi,30.9103353867,Roger Federer,33.4483230664,6-4 7-6(5) 4-6 7-6(5)
2015-580,Australian Open,Hard,Novak Djokovic,27.6632443532,Gilles Muller,31.6988364134,6-4 7-5 7-5
2015-580,Australian Open,Hard,Milos Raonic,24.0629705681,Feliciano Lopez,33.3305954825,6-4 4-6 6-3 6-7(7) 6-3
2015-580,Australian Open,Hard,Stanislas Wawrinka,29.8124572211,Guillermo Garcia Lopez,31.627652293,7-6(2) 6-4 4-6 7-6(8)
2015-580,Australian Open,Hard,Kei Nishikori,25.0568104038,David Ferrer,32.7994524298,6-3 6-3 6-3
2015-580,Australian Open,Hard,Tomas Berdych,29.3388090349,Bernard Tomic,22.2450376454,6-2 7-6(3) 6-2
2015-580,Australian Open,Hard,Rafael Nadal,28.629705681,Kevin Anderson,28.6735112936,7-5 6-1 6-4
2015-580,Australian Open,Hard,Andy Murray,27.6824093087,Grigor Dimitrov,23.6796714579,6-4 6-7(5) 6-3 7-5
2015-580,Australian Open,Hard,Nick Kyrgios,19.7316906229,Andreas Seppi,30.9103353867,5-7 4-6 6-3 7-6(5) 8-6
2015-580,Australian Open,Hard,Novak Djokovic,27.6632443532,Milos Raonic,24.0629705681,7-6(5) 6-4 6-2
2015-580,Australian Open,Hard,Stanislas Wawrinka,29.8124572211,Kei Nishikori,25.0568104038,6-3 6-4 7-6(6)
2015-580,Australian Open,Hard,Tomas Berdych,29.3388090349,Rafael Nadal,28.629705681,6-2 6-0 7-6(5)
2015-580,Australian Open,Hard,Andy Murray,27.6824093087,Nick Kyrgios,19.7316906229,6-3 7-6(5) 6-3
2015-580,Australian Open,Hard,Novak Djokovic,27.6632443532,Stanislas Wawrinka,29.8124572211,7-6(1) 3-6 6-4 4-6 6-0
2015-580,Australian Open,Hard,Andy Murray,27.6824093087,Tomas Berdych,29.3388090349,6-7(6) 6-0 6-3 7-5
2015-580,Australian Open,Hard,Novak Djokovic,27.6632443532,Andy Murray,27.6824093087,7-6(5) 6-7(4) 6-3 6-0
2015-316,Bastad,Clay,Benoit Paire,26.1984941821,Markus Eriksson,25.6372347707,7-6(4) 6-3
2015-316,Bastad,Clay,Denis Istomin,28.8651608487,Diego Sebastian Schwartzman,22.9240246407,6-3 6-4
2015-316,Bastad,Clay,Nicolas Almagro,29.9110198494,Fernando Verdasco,31.6769336071,6-4 1-6 7-5
2015-316,Bastad,Clay,Federico Delbonis,24.7885010267,Rogerio Dutra Silva,31.4579055441,1-6 6-4 6-4
2015-316,Bastad,Clay,Steve Darcis,31.3511293634,Daniel Gimeno Traver,29.9493497604,6-4 6-3
2015-316,Bastad,Clay,Jerzy Janowicz,24.681724846,Andrea Arnaboldi,27.5619438741,6-4 7-5
2015-316,Bastad,Clay,Thomaz Bellucci,27.5537303217,Elias Ymer,19.2744695414,6-4 6-2
2015-316,Bastad,Clay,Christian Lindell,23.6632443532,Joao Souza,27.1457905544,6-2 3-6 6-4
2015-316,Bastad,Clay,Alexander Zverev,18.2477754962,Julian Reister,29.2977412731,6-7(4) 6-4 6-3
2015-316,Bastad,Clay,Paul Henri Mathieu,33.5167693361,Jeremy Chardy,28.4325804244,7-5 6-3
2015-316,Bastad,Clay,Ernests Gulbis,26.8856947296,Marsel Ilhan,28.1067761807,6-2 6-0
2015-316,Bastad,Clay,Albert Ramos,27.5044490075,Luca Vanni,30.1245722108,6-4 6-4
2015-316,Bastad,Clay,Benoit Paire,26.1984941821,David Goffin,24.6160164271,6-2 6-3
2015-316,Bastad,Clay,Denis Istomin,28.8651608487,Nicolas Almagro,29.9110198494,6-3 6-3
2015-316,Bastad,Clay,Pablo Cuevas,29.5468856947,Federico Delbonis,24.7885010267,6-4 6-7(6) 6-0
2015-316,Bastad,Clay,Steve Darcis,31.3511293634,Jerzy Janowicz,24.681724846,6-1 6-4
2015-316,Bastad,Clay,Thomaz Bellucci,27.5537303217,Christian Lindell,23.6632443532,6-3 6-4
2015-316,Bastad,Clay,Alexander Zverev,18.2477754962,Juan Monaco,31.3073237509,6-4 6-2
2015-316,Bastad,Clay,Paul Henri Mathieu,33.5167693361,Ernests Gulbis,26.8856947296,6-3 6-3
2015-316,Bastad,Clay,Tommy Robredo,33.2183436003,Albert Ramos,27.5044490075,6-4 6-4
2015-316,Bastad,Clay,Benoit Paire,26.1984941821,Denis Istomin,28.8651608487,6-4 6-2
2015-316,Bastad,Clay,Pablo Cuevas,29.5468856947,Steve Darcis,31.3511293634,6-3 6-4
2015-316,Bastad,Clay,Alexander Zverev,18.2477754962,Thomaz Bellucci,27.5537303217,5-7 6-4 6-2
2015-316,Bastad,Clay,Tommy Robredo,33.2183436003,Paul Henri Mathieu,33.5167693361,6-3 6-3
2015-316,Bastad,Clay,Benoit Paire,26.1984941821,Pablo Cuevas,29.5468856947,6-4 6-3
2015-316,Bastad,Clay,Tommy Robredo,33.2183436003,Alexander Zverev,18.2477754962,6-3 6-4
2015-316,Bastad,Clay,Benoit Paire,26.1984941821,Tommy Robredo,33.2183436003,7-6(7) 6-3
2015-506,Buenos Aires,Clay,Facundo Arguello,22.5544147844,Albert Montanes,34.2422997947,6-3 6-2
2015-506,Buenos Aires,Clay,Paolo Lorenzi,33.1909650924,Thomaz Bellucci,27.151266256,6-4 6-7(5) 6-1
2015-506,Buenos Aires,Clay,Federico Delbonis,24.386036961,Pablo Carreno Busta,23.6194387406,7-6(2) 3-0 RET
2015-506,Buenos Aires,Clay,Carlos Berlocq,32.0547570157,Diego Sebastian Schwartzman,22.5215605749,6-3 6-3
2015-506,Buenos Aires,Clay,Facundo Bagnis,24.9883641342,Marco Cecchinato,22.3983572895,4-6 7-5 6-3
2015-506,Buenos Aires,Clay,Blaz Rola,24.386036961,Jiri Vesely,21.6235455168,6-4 6-3
2015-506,Buenos Aires,Clay,Leonardo Mayer,27.7782340862,Stephane Robert,34.7707049966,6-0 6-1
2015-506,Buenos Aires,Clay,Juan Monaco,30.9048596851,Maximo Gonzalez,31.5975359343,6-2 6-2
2015-506,Buenos Aires,Clay,Guido Andreozzi,23.5537303217,Andres Molteni,26.9431895962,6-2 6-2
2015-506,Buenos Aires,Clay,Nicolas Almagro,29.5085557837,Pablo Andujar,29.0841889117,6-3 3-6 6-2
2015-506,Buenos Aires,Clay,Albert Ramos,27.1019849418,Horacio Zeballos,29.826146475,6-4 6-1
2015-506,Buenos Aires,Clay,Renzo Olivo,22.9431895962,Jarkko Nieminen,33.5879534565,7-6(3) 5-7 6-0
2015-506,Buenos Aires,Clay,Rafael Nadal,28.7255304586,Facundo Arguello,22.5544147844,6-4 6-0
2015-506,Buenos Aires,Clay,Federico Delbonis,24.386036961,Paolo Lorenzi,33.1909650924,6-4 6-2
2015-506,Buenos Aires,Clay,Carlos Berlocq,32.0547570157,Fabio Fognini,27.7535934292,6-3 6-0
2015-506,Buenos Aires,Clay,Blaz Rola,24.386036961,Facundo Bagnis,24.9883641342,6-2 6-1
2015-506,Buenos Aires,Clay,Juan Monaco,30.9048596851,Leonardo Mayer,27.7782340862,6-4 6-4
2015-506,Buenos Aires,Clay,Pablo Cuevas,29.144421629,Guido Andreozzi,23.5537303217,7-6(4) 6-1
2015-506,Buenos Aires,Clay,Nicolas Almagro,29.5085557837,Albert Ramos,27.1019849418,6-3 6-4
2015-506,Buenos Aires,Clay,Tommy Robredo,32.8158795346,Renzo Olivo,22.9431895962,6-1 6-2
2015-506,Buenos Aires,Clay,Rafael Nadal,28.7255304586,Federico Delbonis,24.386036961,6-1 6-1
2015-506,Buenos Aires,Clay,Carlos Berlocq,32.0547570157,Blaz Rola,24.386036961,6-1 6-3
2015-506,Buenos Aires,Clay,Juan Monaco,30.9048596851,Pablo Cuevas,29.144421629,7-6(1) 6-7(4) 6-4
2015-506,Buenos Aires,Clay,Nicolas Almagro,29.5085557837,Tommy Robredo,32.8158795346,6-3 6-2
2015-506,Buenos Aires,Clay,Rafael Nadal,28.7255304586,Carlos Berlocq,32.0547570157,7-6(7) 6-2
2015-506,Buenos Aires,Clay,Juan Monaco,30.9048596851,Nicolas Almagro,29.5085557837,6-3 6-7(6) 6-4
2015-506,Buenos Aires,Clay,Rafael Nadal,28.7255304586,Juan Monaco,30.9048596851,6-4 6-1
2015-807,Acapulco,Hard,Kei Nishikori,25.1526351814,Alejandro Gonzalez,26.0424366872,6-3 7-5
2015-807,Acapulco,Hard,Yen Hsun Lu,31.5290896646,Victor Estrella,34.559890486,6-2 7-5
2015-807,Acapulco,Hard,Andreas Haider Maurer,27.9260780287,Robin Haase,27.8850102669,6-3 2-6 6-2
2015-807,Acapulco,Hard,Alexandr Dolgopolov,26.2943189596,Samuel Groth,27.3483915127,6-3 4-6 6-0
2015-807,Acapulco,Hard,Kevin Anderson,28.7693360712,Dustin Brown,30.2094455852,6-1 6-2
2015-807,Acapulco,Hard,Steve Johnson,25.1663244353,Ivan Dodig,30.1409993155,6-4 6-4
2015-807,Acapulco,Hard,Viktor Troicki,29.0349075975,Daniel Garza,29.87816564,6-4 6-3
2015-807,Acapulco,Hard,Santiago Giraldo,27.241615332,Austin Krajicek,24.6899383984,7-6(8) 6-1
2015-807,Acapulco,Hard,Ivo Karlovic,35.9863107461,Teymuraz Gabashvili,29.7549623546,6-4 3-6 6-2
2015-807,Acapulco,Hard,Dusan Lajovic,24.6516084873,Thanasi Kokkinakis,18.8720054757,6-4 7-6(4)
2015-807,Acapulco,Hard,Ryan Harrison,22.7980835044,Donald Young,25.5879534565,4-6 6-2 4-2 RET
2015-807,Acapulco,Hard,Grigor Dimitrov,23.7754962355,Filip Krajinovic,22.9897330595,6-3 5-7 6-0
2015-807,Acapulco,Hard,Benjamin Becker,33.6892539357,Tobias Kamke,28.7611225188,7-6(4) 6-2
2015-807,Acapulco,Hard,Bernard Tomic,22.340862423,Adrian Mannarino,26.6529774127,3-6 6-4 6-4
2015-807,Acapulco,Hard,Marinko Matosevic,29.5441478439,Marcel Granollers,28.8678986995,6-4 6-2
2015-807,Acapulco,Hard,David Ferrer,32.8952772074,Igor Sijsling,27.5181382615,6-3 7-6(4)
2015-807,Acapulco,Hard,Kei Nishikori,25.1526351814,Yen Hsun Lu,31.5290896646,6-1 6-3
2015-807,Acapulco,Hard,Alexandr Dolgopolov,26.2943189596,Andreas Haider Maurer,27.9260780287,6-2 6-3
2015-807,Acapulco,Hard,Kevin Anderson,28.7693360712,Steve Johnson,25.1663244353,3-6 7-5 6-3
2015-807,Acapulco,Hard,Viktor Troicki,29.0349075975,Santiago Giraldo,27.241615332,6-3 6-4
2015-807,Acapulco,Hard,Ivo Karlovic,35.9863107461,Dusan Lajovic,24.6516084873,3-6 6-3 6-1
2015-807,Acapulco,Hard,Ryan Harrison,22.7980835044,Grigor Dimitrov,23.7754962355,7-5 4-6 6-0
2015-807,Acapulco,Hard,Bernard Tomic,22.340862423,Benjamin Becker,33.6892539357,4-6 6-3 6-2
2015-807,Acapulco,Hard,David Ferrer,32.8952772074,Marinko Matosevic,29.5441478439,7-6(3) 6-4
2015-807,Acapulco,Hard,Kei Nishikori,25.1526351814,Alexandr Dolgopolov,26.2943189596,6-4 6-4
2015-807,Acapulco,Hard,Kevin Anderson,28.7693360712,Viktor Troicki,29.0349075975,3-6 6-3 6-3
2015-807,Acapulco,Hard,Ryan Harrison,22.7980835044,Ivo Karlovic,35.9863107461,4-6 7-6(0) 7-6(4)
2015-807,Acapulco,Hard,David Ferrer,32.8952772074,Bernard Tomic,22.340862423,6-4 3-6 6-1
2015-807,Acapulco,Hard,Kei Nishikori,25.1526351814,Kevin Anderson,28.7693360712,6-2 3-6 6-3
2015-807,Acapulco,Hard,David Ferrer,32.8952772074,Ryan Harrison,22.7980835044,4-6 6-0 6-0
2015-807,Acapulco,Hard,David Ferrer,32.8952772074,Kei Nishikori,25.1526351814,6-3 7-5
2015-573,Valencia,Hard,Daniel Brands,28.2765229295,Nick Kyrgios,20.4982888433,6-4 2-6 7-6(3)
2015-573,Valencia,Hard,Vasek Pospisil,25.3415468857,Santiago Giraldo,27.9123887748,6-4 6-3
2015-573,Valencia,Hard,Aljaz Bedene,26.2724161533,Jeremy Chardy,28.7008898015,3-6 6-2 6-1
2015-573,Valencia,Hard,Pablo Cuevas,29.8151950719,Pablo Carreno Busta,24.2902121834,6-2 6-3
2015-573,Valencia,Hard,Joao Sousa,26.5735797399,Gilles Muller,32.4654346338,7-6(9) 6-3
2015-573,Valencia,Hard,Benoit Paire,26.4668035592,Norbert Gombos,25.2019164956,3-6 6-3 6-4
2015-573,Valencia,Hard,Roberto Bautista Agut,27.5318275154,Nicolas Almagro,30.1793292266,7-6(1) 4-6 6-4
2015-573,Valencia,Hard,Andrey Rublev,18.0150581793,Marcel Granollers,29.5386721424,6-4 6-4
2015-573,Valencia,Hard,Mischa Zverev,28.1779603012,Thomaz Bellucci,27.8220396988,7-6(4) 6-7(2) 7-6(5)
2015-573,Valencia,Hard,Guillermo Garcia Lopez,32.3942505133,Fernando Verdasco,31.9452429843,6-4 3-6 6-3
